zone_name,time_15min,people_count,temperature,humidity,rain,wind_speed,date,hour,minute,day_of_week,is_weekend,is_public_holiday,holiday_name,before_holiday,after_holiday,above_2000,is_event_day,event_name,day_category,lag_1,lag_4,lag_96,lag_672,rolling_mean_1h,rolling_mean_4h,rolling_std_1h,is_sunday,hour_weekend,hour_holiday,hour_sin,hour_cos,rain_weekend,temp_weekend,is_school_holiday,day_name
Sandstraße,2023-05-12 02:30:00,1,10.4,90,0.1,9.6,2023-05-12,2,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,0.0,0,Fri
Sandstraße,2023-05-12 02:45:00,1,10.4,90,0.1,9.6,2023-05-12,2,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,0.0,0,Fri
Sandstraße,2023-05-12 03:15:00,1,10.2,89,0.0,10.7,2023-05-12,3,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0,0,0,0.7071067811865475,0.7071067811865476,0.0,0.0,0,Fri
Sandstraße,2023-05-12 03:45:00,1,10.2,89,0.0,10.7,2023-05-12,3,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0,0,0,0.7071067811865475,0.7071067811865476,0.0,0.0,0,Fri
Sandstraße,2023-05-12 04:00:00,1,10.2,89,0.0,11.7,2023-05-12,4,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0,Fri
Sandstraße,2023-05-12 04:15:00,1,10.2,89,0.0,11.7,2023-05-12,4,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0,Fri
Sandstraße,2023-05-12 04:30:00,1,10.2,89,0.0,11.7,2023-05-12,4,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0,Fri
Sandstraße,2023-05-12 04:45:00,1,10.2,89,0.0,11.7,2023-05-12,4,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0,Fri
Sandstraße,2023-05-12 05:00:00,1,10.8,88,0.0,11.4,2023-05-12,5,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0,0,0,0.9659258262890683,0.25881904510252074,0.0,0.0,0,Fri
Sandstraße,2023-05-12 05:15:00,1,10.8,88,0.0,11.4,2023-05-12,5,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0.9659258262890683,0.25881904510252074,0.0,0.0,0,Fri
Sandstraße,2023-05-12 05:30:00,1,10.8,88,0.0,11.4,2023-05-12,5,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0.9659258262890683,0.25881904510252074,0.0,0.0,0,Fri
Sandstraße,2023-05-12 06:00:00,1,11.2,86,0.0,9.1,2023-05-12,6,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0,0,0,1.0,6.123233995736766e-17,0.0,0.0,0,Fri
Sandstraße,2023-05-12 06:15:00,1,11.2,86,0.0,9.1,2023-05-12,6,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0,0,0,1.0,6.123233995736766e-17,0.0,0.0,0,Fri
Sandstraße,2023-05-12 06:30:00,2,11.2,86,0.0,9.1,2023-05-12,6,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,4.0,1.25,1.0,0.5,0,0,0,1.0,6.123233995736766e-17,0.0,0.0,0,Fri
Sandstraße,2023-05-12 06:45:00,3,11.2,86,0.0,9.1,2023-05-12,6,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,2.0,1.0,2.0,2.0,1.75,1.0,0.9574271077563381,0,0,0,1.0,6.123233995736766e-17,0.0,0.0,0,Fri
Sandstraße,2023-05-12 07:00:00,3,11.7,87,0.1,10.2,2023-05-12,7,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,3.0,1.0,1.0,1.0,2.25,1.3125,0.9574271077563381,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,0.0,0,Fri
Sandstraße,2023-05-12 07:15:00,4,11.7,87,0.1,10.2,2023-05-12,7,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,3.0,1.0,1.0,3.0,3.0,1.5,0.8164965809277261,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,0.0,0,Fri
Sandstraße,2023-05-12 07:30:00,10,11.7,87,0.1,10.2,2023-05-12,7,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,4.0,2.0,2.0,5.0,5.0,2.0625,3.366501646120692,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,0.0,0,Fri
Sandstraße,2023-05-12 07:45:00,5,11.7,87,0.1,10.2,2023-05-12,7,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,10.0,3.0,1.0,2.0,5.5,2.3125,3.1091263510296043,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,0.0,0,Fri
Sandstraße,2023-05-12 08:00:00,12,12.7,81,0.2,14.1,2023-05-12,8,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,5.0,3.0,1.0,3.0,7.75,3.0,3.862210075418822,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0,Fri
Sandstraße,2023-05-12 08:15:00,7,12.7,81,0.2,14.1,2023-05-12,8,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,12.0,4.0,1.0,1.0,8.5,3.375,3.1091263510296048,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0,Fri
Sandstraße,2023-05-12 08:30:00,7,12.7,81,0.2,14.1,2023-05-12,8,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,7.0,10.0,1.0,1.0,7.75,3.75,2.9860788111948193,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0,Fri
Sandstraße,2023-05-12 08:45:00,7,12.7,81,0.2,14.1,2023-05-12,8,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,7.0,5.0,1.0,1.0,8.25,4.125,2.4999999999999996,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0,Fri
Sandstraße,2023-05-12 09:00:00,5,13.2,78,0.0,12.2,2023-05-12,9,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,7.0,12.0,2.0,1.0,6.5,4.375,0.9999999999999988,0,0,0,0.7071067811865476,-0.7071067811865475,0.0,0.0,0,Fri
Sandstraße,2023-05-12 09:15:00,6,13.2,78,0.0,12.2,2023-05-12,9,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,5.0,7.0,6.0,1.0,6.25,4.6875,0.9574271077563369,0,0,0,0.7071067811865476,-0.7071067811865475,0.0,0.0,0,Fri
Sandstraße,2023-05-12 09:30:00,9,13.2,78,0.0,12.2,2023-05-12,9,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,6.0,7.0,4.0,1.0,6.75,5.1875,1.7078251276599323,0,0,0,0.7071067811865476,-0.7071067811865475,0.0,0.0,0,Fri
Sandstraße,2023-05-12 09:45:00,6,13.2,78,0.0,12.2,2023-05-12,9,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,9.0,7.0,3.0,1.0,6.5,5.5,1.7320508075688767,0,0,0,0.7071067811865476,-0.7071067811865475,0.0,0.0,0,Fri
Sandstraße,2023-05-12 10:00:00,10,14.6,67,0.1,18.0,2023-05-12,10,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,6.0,5.0,4.0,1.0,7.75,6.0625,2.06155281280883,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,0.0,0,Fri
Sandstraße,2023-05-12 10:15:00,4,14.6,67,0.1,18.0,2023-05-12,10,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,10.0,6.0,4.0,1.0,7.25,6.25,2.7537852736430506,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,0.0,0,Fri
Sandstraße,2023-05-12 10:30:00,3,14.6,67,0.1,18.0,2023-05-12,10,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,4.0,9.0,4.0,1.0,5.75,6.3125,3.095695936834451,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,0.0,0,Fri
Sandstraße,2023-05-12 10:45:00,3,14.6,67,0.1,18.0,2023-05-12,10,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,3.0,6.0,6.0,2.0,5.0,6.3125,3.366501646120692,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,0.0,0,Fri
Sandstraße,2023-05-12 11:00:00,3,15.4,60,0.1,20.6,2023-05-12,11,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,3.0,10.0,9.0,1.0,3.25,6.3125,0.4999999999999968,0,0,0,0.258819045102521,-0.9659258262890682,0.0,0.0,0,Fri
Sandstraße,2023-05-12 11:15:00,4,15.4,60,0.1,20.6,2023-05-12,11,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,3.0,4.0,5.0,1.0,3.25,6.3125,0.4999999999999968,0,0,0,0.258819045102521,-0.9659258262890682,0.0,0.0,0,Fri
Sandstraße,2023-05-12 11:30:00,8,15.4,60,0.1,20.6,2023-05-12,11,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,4.0,3.0,6.0,1.0,4.5,6.1875,2.3804761428476158,0,0,0,0.258819045102521,-0.9659258262890682,0.0,0.0,0,Fri
Sandstraße,2023-05-12 11:45:00,6,15.4,60,0.1,20.6,2023-05-12,11,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,8.0,3.0,8.0,1.0,5.25,6.25,2.2173557826083443,0,0,0,0.258819045102521,-0.9659258262890682,0.0,0.0,0,Fri
Sandstraße,2023-05-12 12:00:00,3,15.2,62,0.0,15.2,2023-05-12,12,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,6.0,3.0,6.0,1.0,5.25,5.6875,2.2173557826083443,0,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0,Fri
Sandstraße,2023-05-12 12:15:00,4,15.2,62,0.0,15.2,2023-05-12,12,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,3.0,4.0,2.0,1.0,5.25,5.5,2.2173557826083443,0,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0,Fri
Sandstraße,2023-05-12 12:30:00,7,15.2,62,0.0,15.2,2023-05-12,12,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,4.0,8.0,3.0,1.0,5.0,5.5,1.8257418583505527,0,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0,Fri
Sandstraße,2023-05-12 12:45:00,9,15.2,62,0.0,15.2,2023-05-12,12,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,7.0,6.0,2.0,1.0,5.75,5.625,2.75378527364305,0,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0,Fri
Sandstraße,2023-05-12 13:00:00,9,15.0,62,0.0,11.2,2023-05-12,13,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,9.0,3.0,4.0,1.0,7.25,5.875,2.3629078131263035,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,0.0,0,Fri
Sandstraße,2023-05-12 13:15:00,11,15.0,62,0.0,11.2,2023-05-12,13,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,9.0,4.0,3.0,1.0,9.0,6.1875,1.6329931618554507,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,0.0,0,Fri
Sandstraße,2023-05-12 13:30:00,9,15.0,62,0.0,11.2,2023-05-12,13,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,11.0,7.0,1.0,1.0,9.5,6.1875,0.9999999999999978,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,0.0,0,Fri
Sandstraße,2023-05-12 13:45:00,4,15.0,62,0.0,11.2,2023-05-12,13,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,9.0,9.0,4.0,1.0,8.25,6.0625,2.986078811194819,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,0.0,0,Fri
Sandstraße,2023-05-12 14:00:00,1,14.8,63,0.0,10.8,2023-05-12,14,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,4.0,9.0,5.0,1.0,6.25,5.5,4.573474244670747,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0,Fri
Sandstraße,2023-05-12 14:15:00,5,14.8,63,0.0,10.8,2023-05-12,14,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,11.0,4.0,1.0,4.75,5.5625,3.3040379335998344,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0,Fri
Sandstraße,2023-05-12 14:30:00,4,14.8,63,0.0,10.8,2023-05-12,14,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,5.0,9.0,3.0,1.0,3.5,5.625,1.7320508075688763,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0,Fri
Sandstraße,2023-05-12 14:45:00,5,14.8,63,0.0,10.8,2023-05-12,14,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,4.0,4.0,5.0,1.0,3.75,5.75,1.8929694486000903,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0,Fri
Sandstraße,2023-05-12 15:00:00,10,15.4,59,0.0,12.6,2023-05-12,15,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,5.0,1.0,6.0,1.0,6.0,6.1875,2.708012801545319,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0,Fri
Sandstraße,2023-05-12 15:15:00,7,15.4,59,0.0,12.6,2023-05-12,15,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,10.0,5.0,6.0,1.0,6.5,6.375,2.64575131106459,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0,Fri
Sandstraße,2023-05-12 15:30:00,1,15.4,59,0.0,12.6,2023-05-12,15,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,7.0,4.0,2.0,1.0,5.75,5.9375,3.774917217635374,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0,Fri
Sandstraße,2023-05-12 15:45:00,4,15.4,59,0.0,12.6,2023-05-12,15,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,5.0,4.0,1.0,5.5,5.8125,3.872983346207416,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,0.0,0,Fri
Sandstraße,2023-05-12 16:00:00,1,16.2,55,0.0,11.9,2023-05-12,16,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,4.0,10.0,4.0,1.0,3.25,5.6875,2.8722813232690134,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,0,Fri
Sandstraße,2023-05-12 16:15:00,1,16.2,55,0.0,11.9,2023-05-12,16,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,7.0,4.0,1.0,1.75,5.5,1.4999999999999984,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,0,Fri
Sandstraße,2023-05-12 16:45:00,1,16.2,55,0.0,11.9,2023-05-12,16,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,2.0,1.0,1.75,5.125,1.4999999999999984,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,0,Fri
Sandstraße,2023-05-12 17:00:00,2,16.1,58,0.0,6.6,2023-05-12,17,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,4.0,3.0,1.0,1.25,4.6875,0.4999999999999952,0,0,0,-0.9659258262890683,-0.25881904510252063,0.0,0.0,0,Fri
Sandstraße,2023-05-12 17:15:00,1,16.1,58,0.0,6.6,2023-05-12,17,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,2.0,1.0,5.0,1.0,1.25,4.1875,0.4999999999999952,0,0,0,-0.9659258262890683,-0.25881904510252063,0.0,0.0,0,Fri
Sandstraße,2023-05-12 17:30:00,1,16.1,58,0.0,6.6,2023-05-12,17,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,4.0,1.0,1.25,3.5625,0.4999999999999952,0,0,0,-0.9659258262890683,-0.25881904510252063,0.0,0.0,0,Fri
Sandstraße,2023-05-12 17:45:00,1,16.1,58,0.0,6.6,2023-05-12,17,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,3.0,1.0,1.25,3.0625,0.4999999999999952,0,0,0,-0.9659258262890683,-0.25881904510252063,0.0,0.0,0,Fri
Sandstraße,2023-05-12 18:15:00,1,14.4,71,0.0,4.5,2023-05-12,18,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,2.0,4.0,2.0,1.0,2.875,0.0,0,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0,Fri
Sandstraße,2023-05-12 18:30:00,1,14.4,71,0.0,4.5,2023-05-12,18,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,3.0,2.0,1.0,2.875,0.0,0,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0,Fri
Sandstraße,2023-05-12 18:45:00,1,14.4,71,0.0,4.5,2023-05-12,18,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,1.0,1.0,2.625,0.0,0,0,0,-1.0,-1.8369701987210297e-16,0.0,0.0,0,Fri
Sandstraße,2023-05-12 19:00:00,2,13.0,67,0.0,8.0,2023-05-12,19,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,2.0,1.0,1.25,2.5,0.4999999999999952,0,0,0,-0.9659258262890684,0.2588190451025203,0.0,0.0,0,Fri
Sandstraße,2023-05-12 19:30:00,1,13.0,67,0.0,8.0,2023-05-12,19,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,2.0,1.0,1.0,1.0,1.25,2.25,0.4999999999999952,0,0,0,-0.9659258262890684,0.2588190451025203,0.0,0.0,0,Fri
Sandstraße,2023-05-12 19:45:00,1,13.0,67,0.0,8.0,2023-05-12,19,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,1.0,1.25,1.6875,0.4999999999999952,0,0,0,-0.9659258262890684,0.2588190451025203,0.0,0.0,0,Fri
Sandstraße,2023-05-12 20:30:00,2,12.0,65,0.0,11.9,2023-05-12,20,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,1.0,1.5,1.375,0.5773502691896217,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,0.0,0,Fri
Sandstraße,2023-05-12 20:45:00,2,12.0,65,0.0,11.9,2023-05-12,20,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,2.0,2.0,2.0,3.0,1.5,1.4375,0.5773502691896217,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,0.0,0,Fri
Sandstraße,2023-05-12 21:00:00,1,11.1,66,0.0,12.3,2023-05-12,21,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,2.0,1.0,1.0,1.0,1.5,1.25,0.5773502691896217,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,0.0,0,Fri
Sandstraße,2023-05-12 21:15:00,1,11.1,66,0.0,12.3,2023-05-12,21,15,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,1.0,1.5,1.25,0.5773502691896217,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,0.0,0,Fri
Sandstraße,2023-05-12 21:30:00,1,11.1,66,0.0,12.3,2023-05-12,21,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,2.0,1.0,1.0,1.25,1.25,0.4999999999999952,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,0.0,0,Fri
Sandstraße,2023-05-12 21:45:00,1,11.1,66,0.0,12.3,2023-05-12,21,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,2.0,1.0,1.0,1.0,1.25,0.0,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,0.0,0,Fri
Sandstraße,2023-05-12 22:00:00,1,10.4,69,0.0,12.3,2023-05-12,22,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,2.0,1.0,1.1875,0.0,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,0.0,0,Fri
Sandstraße,2023-05-12 23:00:00,2,9.5,72,0.0,10.8,2023-05-12,23,0,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,1.0,1.25,1.25,0.4999999999999952,0,0,0,-0.25881904510252157,0.9659258262890681,0.0,0.0,0,Fri
Sandstraße,2023-05-12 23:30:00,1,9.5,72,0.0,10.8,2023-05-12,23,30,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,2.0,1.0,1.0,2.0,1.25,1.25,0.4999999999999952,0,0,0,-0.25881904510252157,0.9659258262890681,0.0,0.0,0,Fri
Sandstraße,2023-05-12 23:45:00,1,9.5,72,0.0,10.8,2023-05-12,23,45,4,0,0,No_Holiday,0,0,0,0,No_Event,Weekday,1.0,1.0,1.0,1.0,1.25,1.25,0.4999999999999952,0,0,0,-0.25881904510252157,0.9659258262890681,0.0,0.0,0,Fri
Sandstraße,2023-05-13 00:30:00,1,10.4,71,0.0,13.0,2023-05-13,0,30,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,1.0,1.0,4.0,1.25,1.25,0.4999999999999952,0,0,0,0.0,1.0,0.0,10.4,0,Sat
Sandstraße,2023-05-13 01:30:00,1,10.9,69,0.0,12.6,2023-05-13,1,30,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,2.0,1.0,1.0,1.0,1.25,0.0,0,1,0,0.25881904510252074,0.9659258262890683,0.0,10.9,0,Sat
Sandstraße,2023-05-13 02:00:00,1,10.4,71,0.0,11.3,2023-05-13,2,0,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,1.0,1.0,1.0,1.0,1.25,0.0,0,2,0,0.49999999999999994,0.8660254037844387,0.0,10.4,0,Sat
Sandstraße,2023-05-13 02:45:00,1,10.4,71,0.0,11.3,2023-05-13,2,45,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,1.0,2.0,1.0,1.0,1.1875,0.0,0,2,0,0.49999999999999994,0.8660254037844387,0.0,10.4,0,Sat
Sandstraße,2023-05-13 03:15:00,2,9.7,74,0.0,8.9,2023-05-13,3,15,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,1.0,1.0,1.0,1.25,1.25,0.4999999999999952,0,3,0,0.7071067811865475,0.7071067811865476,0.0,9.7,0,Sat
Sandstraße,2023-05-13 03:30:00,1,9.7,74,0.0,8.9,2023-05-13,3,30,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,2.0,1.0,1.0,1.0,1.25,1.25,0.4999999999999952,0,3,0,0.7071067811865475,0.7071067811865476,0.0,9.7,0,Sat
Sandstraße,2023-05-13 03:45:00,1,9.7,74,0.0,8.9,2023-05-13,3,45,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,1.0,1.0,6.0,1.25,1.1875,0.4999999999999952,0,3,0,0.7071067811865475,0.7071067811865476,0.0,9.7,0,Sat
Sandstraße,2023-05-13 04:15:00,2,9.4,76,0.0,9.8,2023-05-13,4,15,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,1.0,1.0,8.0,1.5,1.1875,0.5773502691896217,0,4,0,0.8660254037844386,0.5000000000000001,0.0,9.4,0,Sat
Sandstraße,2023-05-13 04:30:00,1,9.4,76,0.0,9.8,2023-05-13,4,30,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,2.0,2.0,1.0,9.0,1.25,1.1875,0.4999999999999952,0,4,0,0.8660254037844386,0.5000000000000001,0.0,9.4,0,Sat
Sandstraße,2023-05-13 04:45:00,1,9.4,76,0.0,9.8,2023-05-13,4,45,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,1.0,1.0,8.0,1.25,1.1875,0.4999999999999952,0,4,0,0.8660254037844386,0.5000000000000001,0.0,9.4,0,Sat
Sandstraße,2023-05-13 05:15:00,2,10.2,75,0.0,11.3,2023-05-13,5,15,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,1.0,1.0,9.0,1.5,1.25,0.5773502691896217,0,5,0,0.9659258262890683,0.25881904510252074,0.0,10.2,0,Sat
Sandstraße,2023-05-13 05:30:00,4,10.2,75,0.0,11.3,2023-05-13,5,30,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,2.0,2.0,1.0,13.0,2.0,1.4375,1.4142135623730934,0,5,0,0.9659258262890683,0.25881904510252074,0.0,10.2,0,Sat
Sandstraße,2023-05-13 05:45:00,2,10.2,75,0.0,11.3,2023-05-13,5,45,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,4.0,1.0,1.0,8.0,2.25,1.5,1.2583057392117898,0,5,0,0.9659258262890683,0.25881904510252074,0.0,10.2,0,Sat
Sandstraße,2023-05-13 06:15:00,2,12.1,71,0.0,8.7,2023-05-13,6,15,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,2.0,1.0,1.0,12.0,2.5,1.5,0.9999999999999978,0,6,0,1.0,6.123233995736766e-17,0.0,12.1,0,Sat
Sandstraße,2023-05-13 06:30:00,1,12.1,71,0.0,8.7,2023-05-13,6,30,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,2.0,2.0,1.0,4.0,2.25,1.5,1.2583057392117898,0,6,0,1.0,6.123233995736766e-17,0.0,12.1,0,Sat
Sandstraße,2023-05-13 06:45:00,2,12.1,71,0.0,8.7,2023-05-13,6,45,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,4.0,1.0,7.0,1.75,1.5625,0.49999999999999534,0,6,0,1.0,6.123233995736766e-17,0.0,12.1,0,Sat
Sandstraße,2023-05-13 07:00:00,1,13.4,65,0.0,12.6,2023-05-13,7,0,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,2.0,2.0,1.0,6.0,1.5,1.5625,0.5773502691896217,0,7,0,0.9659258262890683,-0.25881904510252063,0.0,13.4,0,Sat
Sandstraße,2023-05-13 07:15:00,1,13.4,65,0.0,12.6,2023-05-13,7,15,5,1,0,No_Holiday,0,0,0,0,No_Event,Weekend,1.0,2.0,1.0,1.0,1.25,1.5625,0.49999999999999534,0,7,0,0.9659258262890683,-0.25881904510252063,0.0,13.4,0,Sat
